Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
3114,MON JARDIN,"STRADA PORTULUI , NR.18",Mahmudia,Tulcea,HOTEL,4 STELE
3115,SIRET VMB,HOTEL-RESTAURANT SIRET,Constanta,Constanta,HOTEL,3 STELE
3116,LIVADIA,"STR. MUNCITORILOR, NR. 1",Baile Olanesti,Valcea,HOTEL,2 STELE
3117,CASA LA MESTECENI,"STR. PRINCIPALA, NR. 1A",Sebes,Alba,PENSIUNE TURISTICA,5 FLORI
3118,BRADUL,"STR. MIHAI EMINESCU, NR. 225",Covasna,Covasna,HOTEL,2 STELE
3119,SILVANA,"STR. PRINCIPALA, NR. 9",Buzias,Timis,HOTEL,2 STELE
3120,DOMNEASCA,"FERMA PISCICOLA DOMNEASCA,",Seimeni,Constanta,VILA,3 STELE
3121,FLAMINGO,"STR. LUNGA, NR. 75",Brasov,Brasov,PENSIUNE TURISTICA,3 STELE
3122,SUPERSKI,"STR. MARAMURESULUI, NR. 22",Cavnic,Maramures,HOTEL,3 STELE
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
3123,SUPERSKI I,"STR. MARAMURESULUI, NR. 22",Cavnic,Maramures,CABANA TURISTICA,2 STELE
3124,CERES,"SAT GEOAGIU BAI, STR VILELOR",Geoagiu,Hunedoara,HOTEL,2 STELE
3125,HANUL COCOSUL,INTERSECTIA DE70,Vitanesti,Teleorman,PENSIUNE TURISTICA,3 FLORI
3126,ASTORIA,"DN 1, KM. 387",Santimbru,Alba,HOTEL,3 STELE
3127,TARNAVELE,STR. REPUBLICII NR. 1,Blaj,Alba,HOTEL,2 STELE
3128,TIVER,STR. ANDREI MURESANU NR. 1,Campia Turzii,Cluj,HOTEL,2 STELE
3129,CASA AUGSBURG,"STR. AUREL VLAICU, NR. 1048",Banesti,Prahova,BUNGALOW,3 STELE
3130,VILABRAN 6,NR. 271,Bran,Brasov,PENSIUNE TURISTICA,4 FLORI
3131,SILVER,NR. 296,Sambata,Bihor,PENSIUNE TURISTICA,4 FLORI
3132,ALPIN,"ZONA RANCA, STR STRAJERILOR, NR. 24",Novaci,Gorj,CABANA TURISTICA,3 STELE
3133,LUMINITA,NR. 290,Merei,Buzau,PENSIUNE TURISTICA,3 STELE
3134,MERCUR,"STR AVRAM IANCU, NR 62",Sacele,Brasov,HOSTEL,2 STELE
3135,HEFAISTOS,"STR. VULTURULUI, NR. 27",Sovata,Mures,HOTEL,2 STELE
3136,MARA,"STR. SLT. SUCIU SORIN, NR. FN",Lipova,Arad,PENSIUNE TURISTICA UR,3A SNTAELE
3137,FLORETA DE AUR,"STR. AV. POPA MARIN, NR. 2",Bucuresti,Bucuresti,HOTEL,2 STELE
3138,CASUTA DE LA STELE,NR. 266 C,Rosia,Bihor,CASUTE TIP CAMPING,2 STELE
3139,LA PLAYA,STR. FALEZA SOARELUI NR.57,Costinesti,Constanta,VILA,2 STELE
3140,CAROL,"STR. REPUBLICII, NR. 3",Vatra Dornei,Suceava,HOTEL,3 STELE
3141,CASA DE PIATRA,"STR. HUMORULUI, NR.. 961A",Scheia,Suceava,MOTEL,2 STELE
3142,STIBINA,NR. 171,Fantana Mare,Suceava,CAMPING,2 STELE
3143,BIA PAPADIA,STR. IZVORUL MUNTELUI,Bicaz,Neamt,PENSIUNE TURISTICA,3 FLORI
3144,MONT BLANC,"STR NUFARULUI, NR 7",Predeal,Brasov,HOTEL,3 STELE
3145,MIRAGE SNAGOV,"SOS. BUCURESTI-PLOIESTI, NR. 218",Snagov,Ilfov,HOTEL,3 STELE
3146,ANCA,"STRADA PRINCIPALA, NR. FN",Crisan,Tulcea,PENSIUNE TURISTICA,3 FLORI
3147,MAREA NEAGRA,"STR. ION MOVILA, LOT 8020, VILA MAREA NEAGRA",Eforie,Constanta,HOTEL,3 STELE
3148,SPERANTA,"STR. DR. VICTOR CLINESCU, NR. 33",Techirghiol,Constanta,HOTEL,2 STELE
3149,LUXOR,"STR REPUBLICII, NR 28",Eforie,Constanta,VILA,3 STELE
3150,CRISANA,"STR. MUGURILOR, NR. 25",Eforie,Constanta,HOTEL,2 STELE
3151,MIORITA,"STR. CALARASI, NR.552B,",Fetesti,Ialomita,HOSTEL,3 STELE
3152,ARAMIS,"STR. RITIVOIU, NR. 69",Azuga,Prahova,PENSIUNE TURISTICA,2 STELE
3153,PRESIDENT,"STR. OLTULUI, NR.32",Rosiorii De Vede,Teleorman,VILA,3 STELE
3154,CUMPANA,LANGA BARAJUL VIDRARU,Arefu,Arges,CABANA TURISTICA,2 STELE
3155,ANTONETA,"STR. I. GH. DUCA, NR. 49",Voineasa,Valcea,VILA,2 STELE
3156,TISA,"STR. PINILOR, NR. 45",Ocnele Mari,Valcea,VILA,4 STELE
3157,SIVA,"STR. 1 DECEMBRIE, NR. 6 A",Horezu,Valcea,PENSIUNE TURISTICA,3 STELE
3158,AQUA,"BULEVARDUL REPUBLICII, NR. 19A",Targu Jiu,Gorj,HOTEL,3 STELE
3159,DANA,NR.. 708,Baia De Fier,Gorj,PENSIUNE AGROTURISTI,3A FLORI
3160,ANGELA,NR. 82,Soimus,Hunedoara,PENSIUNE TURISTICA,3 FLORI
3161,POPASUL DACILOR GRADISTEA DE MUNTE,NR. 86,Orastioara De Sus,Hunedoara,VILA,3 STELE
3162,EMMA,"STR. TINERETULUI, NR. 15",Hateg,Hunedoara,PENSIUNE TURISTICA,3 FLORI
3163,DUNAREA,"STR. PIRVARECA, NR. 1",Moldova Noua,Caras-Severin,PENSIUNE TURISTICA,2 STELE
3164,TRIO,"STR. SEMENIC, NR. 22",Giroc,Timis,HOTEL,2 STELE
3165,SILVA,"B-DUL. VICTOR BABES, NR. 25",Timisoara,Timis,HOTEL,3 STELE
3166,ANDREEA MARIA,"CALEA LIPOVEI, KM. 1",Giarmata,Timis,PENSIUNE TURISTICA,3 FLORI
3167,CASA CELIA,NR. 375,Bucovat,Timis,PENSIUNE TURISTICA,3 FLORI
3168,SEP,"STR. STEFAN TENETCHI, NR. 37",Arad,Arad,PENSIUNE TURISTICA,2 STELE
3169,SUB PIATRA,NR. 516B,Salciua,Alba,PENSIUNE TURISTICA,3 FLORI
3170,CRISTIAN,NR. 207C,Sanmartin,Bihor,PENSIUNE TURISTICA,3 FLORI
3171,MADALINA,"BAILE 1 MAI, NR. 88A",Sanmartin,Bihor,PENSIUNE TURISTICA,3 FLORI
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
3172,OLIMPTOM,"PIATA UNIRII, NR. 4/A",Alesd,Bihor,HOTEL,2 STELE
3173,VLAD,"STR. GHEORGHE DOJA, NR. 159",Zalau,Salaj,VILA,3 STELE
3174,RANIA,"STR. LUCIAN BLAGA, FN",Satu Mare,Satu Mare,VILA,3 STELE
3175,BLOCURILE GEMENE,"STR. DALIEI, NR. 4,",Baia Mare,Maramures,APARTAMENTE DE INCHI,3IA STTELE
3176,ALINA,NR. 193,Poienile Izei,Maramures,PENSIUNE AGROTURISTI,3A FLORI
3177,PAVATOLLAS,NR. 37,Almasu,Salaj,PENSIUNE AGROTURISTI,2A FLORI
3178,MARIA,NR. 465A,Margau,Cluj,PENSIUNE TURISTICA,3 FLORI
3179,PAMI,"CALEA MANASTUR, NR. 52",Cluj-Napoca,Cluj,APARTAMENTE DE INCHI,3IA STTELE
3180,PANORAMIC CETATUIE,STR. SERPUITOARE NR.1-3,Cluj-Napoca,Cluj,PENSIUNE TURISTICA,3 FLORI
3181,STIL,"STR. FAGETULUI, NR. 5B",Cluj-Napoca,Cluj,HOTEL,3 STELE
3182,GEMINI,"STR. PRINCIPALA, NR. 1058",Sangeorgiu De Mures,Mures,MOTEL,3 STELE
3183,KORONA,"STR. CARPATI, VILA 28, NR. 113",Borsec,Harghita,PENSIUNE TURISTICA,3 STELE
3184,BARATSAG- PRIETENIA,"STR. DEALUL FRUMOS, NR. 73",Ditrau,Harghita,PENSIUNE TURISTICA,3 FLORI
3185,HERMES,STR. PRINCIPALA NR.117,Bran,Brasov,PENSIUNE TURISTICA,3 FLORI
3186,ACASA LA MOIECIU,"STR. DRUMUL MIC, NR. 431",Moieciu,Brasov,PENSIUNE TURISTICA,3 STELE
3187,CASA LOLOIU,NR. 399,Gura Raului,Sibiu,PENSIUNE TURISTICA,3 FLORI
3188,GROVU ELENA,NR. 334,Cartisoara,Sibiu,PENSIUNE TURISTICA,2 FLORI
3189,SF. PETRU,"STR. POARTA RAIULUI, NR. 17",Sugag,Alba,HOTEL,4 STELE
3190,ORHIDEEA,STR. NOUA NR.862.,Orlat,Sibiu,PENSIUNE TURISTICA,3 FLORI
3191,NIRVANA,"SOSEAUA DOBROIESTI, NR.67.",Bucuresti,Bucuresti,HOTEL,3 STELE
3192,CRAMA AVINCIS,"STR. VALEA CASELOR, NR. 1A",Dragasani,Valcea,APARTAMENT DE INCHIR,A3T STELE
3193,CLAUDIA,NR. 91,Bretea Romana,Hunedoara,PENSIUNE AGROTURISTI,3A FLORI
3194,NECRISA,"STR. PLOPILOR, NR. 40",Ghiroda,Timis,PENSIUNE TURISTICA,3 FLORI
3195,CASTEL ROYAL,NR. 880,Mosnita Noua,Timis,HOTEL,4 STELE
3196,APUSENI,"SAT DE VACANTA BOGA, CF 14 NR.CAD. 41",Pietroasa,Bihor,PENSIUNE TURISTICA,3 FLORI
3197,TAVERNA BRANULUI,NR 271B,Bran,Brasov,PENSIUNE TURISTICA,3 FLORI
3198,SNAGOV CLUB,IN COMPLEX MUNTENIA,Snagov,Ilfov,HOTEL,5 STELE
3199,MERCURE BUCHAREST CITY CENTER,"STR. GEORGE ENESCU, NR.15-17-17A",Bucuresti,Bucuresti,HOTEL,4 STELE
3200,IN POIANA 1,"STR. POPII, NR. 81A",Stramtura,Maramures,PENSIUNE TURISTICA,2 STELE
3201,MAN MARIA,NR. 634,Sieu,Maramures,PENSIUNE AGROTURISTI,2A FLORI
3202,HOLIDAY,"STR. REPUBLICII, NR. 45",Eforie,Constanta,HOTEL,3 STELE
3203,DANA,"STR. CLABUCET, NR. LOT 9 B",Predeal,Brasov,HOTEL,2 STELE
3204,CIPANO,"DN1, KM.174,6",Ghimbav,Brasov,PENSIUNE TURISTICA,2 STELE
3205,VILA VERDE,"STR. COL. POPOVICI, NR.4",Breaza,Prahova,PENSIUNE TURISTICA,3 STELE
3206,ELA,"STR. ZAHARIA BARSAN, NR. 726A (DJ 103)",Sanpetru,Brasov,PENSIUNE TURISTICA,3 STELE
3207,HARTAGU,PUNCTUL ”HARTAGU”,Siriu,Buzau,PENSIUNE TURISTICA,3 FLORI
3208,ORIZONT,ZONA VILA PADINA,Brasov,Brasov,PENSIUNE TURISTICA,4 STELE
3209,QUEEN,"STR C-TIN BRANCUSI, NR. 20-22",Arad,Arad,HOTEL,2 STELE
3210,CASA LUCIAN,"STR. IZVOR, NR. 806",Pojorata,Suceava,PENSIUNE TURISTICA,2 FLORI
3211,MIIA TOUR,"STR. TRANSILVANIEI, NR. 7A",Tecuci,Galati,PENSIUNE TURISTICA,2 STELE
3212,CHESA VILLAS,NR. 2 A,Corunca,Mures,PENSIUNE TURISTICA,3 FLORI
3213,MARIANA,NR. 232,Bran,Brasov,PENSIUNE TURISTICA,2 STELE
3214,LUIZA,STR. LUNGA NR. 244,Brasov,Brasov,PENSIUNE TURISTICA,3 STELE
3215,DENIM,"STR. CAMPULUI, NR. 20",Selimbar,Sibiu,PENSIUNE TURISTICA,4 FLORI
3216,TEGLAS,NR. 255,Ozun,Covasna,PENSIUNE TURISTICA,3 STELE
3217,DIANA,"STR. REPUBLICII, NR. 24",Fagaras,Brasov,PENSIUNE TURISTICA,2 STELE
3218,KIRSTEN,"STR. PRINCIPALA, NR. 182",Bagaciu,Mures,PENSIUNE TURISTICA,2 FLORI
3219,EUROSANDOOR,"STR. PRINCIPALA, NR. 74",Sovata,Mures,PENSIUNE TURISTICA,3 STELE
3220,BELLO,STRADA TUDOR VLADIMIRESCU NR.57,Marghita,Bihor,PENSIUNE TURISTICA,4 FLORI
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
3221,LUCA,"STR PRINCIPALA, NR. 6",Saliste,Sibiu,PENSIUNE TURISTICA,3 FLORI
3222,VADU IZEI,NR 331B,Vadu Izei,Maramures,PENSIUNE TURISTICA,2 STELE
3223,FLORI DE BUCOVINA,NR. 176A,Pojorata,Suceava,PENSIUNE TURISTICA,3 FLORI
3224,CASA RASNOVEANA,"STR. TEILOR, NR. 50",Rasnov,Brasov,PENSIUNE TURISTICA,3 STELE
3225,ONYX,"STR REPUBLICII, NR 81",Sebis,Arad,PENSIUNE TURISTICA,2 STELE
3226,COVACIU IOAN,"STR. ZAVOI, NR. 578",Vadu Izei,Maramures,PENSIUNE TURISTICA RU,2A FLLAORI
3227,VALEA SIMONULUI,"STR IOAN GONTEA, NR 94",Bran,Brasov,PENSIUNE TURISTICA,2 FLORI
3228,DALIA,NR. 375,Sapanta,Maramures,PENSIUNE TURISTICA RU,2A FLLAORI
3229,CASA RODITEL,"STR. MARASESTI, NR. 24",Predeal,Brasov,PENSIUNE TURISTICA,3 STELE
3230,BEST WESTERN ROGGE,"STR.I.L. CARAGIALE, NR.12",Resita,Caras-Severin,HOTEL,3 STELE
3231,MAN PRESIDENT,"STR.  CLUJULUI, NR. 111",Blaj,Alba,PENSIUNE TURISTICA,3 FLORI
3232,MIMATI,NR. 178 Z,Sanmartin,Bihor,PENSIUNE TURISTICA,3 FLORI
3233,BOEMA,"STR. HOREA, NR.10",Marghita,Bihor,VILA,3 STELE
3234,CASA ELIM,"STR. TOHANITA, NR. F.N.",Zarnesti,Brasov,PENSIUNE TURISTICA,2 STELE
3235,A&A,"STR. VARIANTA, FN",Mihai Viteazu,Cluj,PENSIUNE TURISTICA,2 STELE
3236,LUTRANSIL,NR. 70,Luncoiu De Jos,Hunedoara,PENSIUNE TURISTICA,2 FLORI
3237,ATLANTIC,"STR REPUBLICII, NR 39A",Adjud,Vrancea,HOTEL,3 STELE
3238,GAROFITA PIATRA CRAIULUI,"STR. G.A. BARITIU, NR. 17",Zarnesti,Brasov,PENSIUNE TURISTICA,2 STELE
3239,MARINELY,NR 265,Campani,Bihor,PENSIUNE TURISTICA,2 FLORI
3240,POIANA DE VIS,NR. 298,Sucevita,Suceava,PENSIUNE TURISTICA,3 FLORI
3241,NONI,"STR. VALEA AZUGII, NR.23",Azuga,Prahova,PENSIUNE TURISTICA,3 FLORI
3242,EDELWEISS,"STR. CLABUCET, NR. 12",Busteni,Prahova,VILA,2 STELE
3243,FLORA,"STR 1 DECEMBRIE, NR 26",Marghita,Bihor,PENSIUNE TURISTICA,3 STELE
3244,MILLENIUM,"STR. BECLEAN, NR. 147",Odorheiu Secuiesc,Harghita,PENSIUNE TURISTICA,3 STELE
3245,CSANI,NR. 369,Savadisla,Cluj,PENSIUNE TURISTICA RU,3A FLLAORI
3246,DARIUS,NR.  62B,Moieciu,Brasov,PENSIUNE TURISTICA,3 STELE
3247,MARINE MOUNT,"STR. IL CARAGIALE, NR.211",Rasnov,Brasov,HOTEL,2 STELE
3248,MOBIS,"STR. TRANSILVANIEI, NR. 120",Aiud,Alba,PENSIUNE TURISTICA,3 STELE
3249,LIMPEDEA,"STR. GEORGE COSBUC, NR. 119",Baia Sprie,Maramures,PENSIUNE TURISTICA,3 STELE
3250,VALEA FRUMOASEI,NR. 134,Sugag,Alba,PENSIUNE TURISTICA,3 FLORI
3251,ARGESU,"CALEA PRAHOVEI, NR. 17-19",Sinaia,Prahova,PENSIUNE TURISTICA,2 STELE
3252,PRETTY MANSION,PEPINIERA CF NR.1,Madaras,Bihor,PENSIUNE AGROTURISTI,3A FLORI
3253,LAURA 2,"CVARTAL 131, PARCELA 879",Viziru,Braila,PENSIUNE TURISTICA,3 STELE
3254,LACU URSU,"STR. BRADULUI, NR. 10",Sovata,Mures,HOTEL,3 STELE
3255,CASA FERMIERULUI,NR 1,Hoghiz,Brasov,PENSIUNE TURISTICA,3 FLORI
3256,CONSTANTIN,"STR. GILORT NR.31, STATIUNEA RANCA, BIROUL NR.1",Novaci,Gorj,PENSIUNE TURISTICA,4 FLORI
3257,CASA ROXY,"STR. TRAIAN, NR. 71",Dragasani,Valcea,PENSIUNE TURISTICA,3 STELE
3258,VILA NR.2,BAZNA BAI,Bazna,Sibiu,VILA,2 STELE
3259,CLAUDIU,"STR. TARINEI, NR. 1A",Caransebes,Caras-Severin,PENSIUNE TURISTICA,3 STELE
3260,DOROBANTILOR,NR. 26,Cluj-Napoca,Cluj,VILA,4 STELE
3261,CRISTALIN,"BAITA, SAT DE VACANTA VARTOP, CF. NR. 1678, NR. C",NDuAcSeTtRAL 714,Bihor,HOTEL,2 STELE
3262,DANEZU,"STR. I.P. RETEGANU, NR.5",Dej,Cluj,PENSIUNE TURISTICA,2 FLORI
3263,ANGELO,"CALEA BUCURESTILOR, NR. 283",Otopeni,Ilfov,HOTEL,4 STELE
3264,EST,"SOS. PANTELIMON, NR. 23",Bucuresti,Bucuresti,HOTEL,3 STELE
3265,OPERA,"STR. BREZOIANU, NR. 37",Bucuresti,Bucuresti,HOTEL,3 STELE
3266,TANIA - FRANKFURT,"STR. SELARI, NR. 5",Bucuresti,Bucuresti,HOTEL,3 STELE
3267,MIORITA,"SOS. DE CENTURA BUCURESTI, NR. 1",Berceni,Ilfov,POPAS TURISTIC,3 STELE
3268,CASA LUCRETIA,"STR. I.L. CARAGIALE, NR. 18",Vama,Suceava,VILA,4 STELE
3269,CASA AVRAM,"STR. BERCHEZA, NR. 207",Sucevita,Suceava,PENSIUNE TURISTICA,3 FLORI
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
3270,HANUL SOLCA,"STR. TOMSA VODA, NR. 1B",Solca,Suceava,PENSIUNE TURISTICA,3 STELE
3271,SPLENDID,"STR. ALEXANDRU IOAN CUZA, NR. 27",Dorohoi,Botosani,PENSIUNE TURISTICA,3 STELE
3272,LITTLE TEXAS I,"STR. MOARA DE VANT, NR. 31-33",Iasi,Iasi,PENSIUNE TURISTICA,4 STELE
3273,GABRIEL,"DN 28, EXTRAVILAN COM. LETCANI",Letcani,Iasi,PENSIUNE TURISTICA,2 FLORI
3274,ALL SEASONS,"STR. BUCIUM, NR. 165",Iasi,Iasi,PENSIUNE TURISTICA,3 STELE
3275,AMBIANCE,NR. 331,Alexandru Cel Bun,Neamt,PENSIUNE TURISTICA,3 STELE
3276,DOINA,"STR. C.A.ROSETTI, NR.16",Roman,Neamt,HOSTEL,2 STELE
3277,LA CETATE,"STR. CETATII, NR. 33",Targu Neamt,Neamt,BUNGALOWURI,3 STELE
3278,POPAS MOLDOVENESC,NR. 842,Nicolae Balcescu,Bacau,PENSIUNE TURISTICA RU,2A FLLAORI
3279,LOREDANA,"SAT, NR 331",Hemeius,Bacau,PENSIUNE TURISTICA,3 FLORI
3280,PARC,"BD REPUBLICII, NR 43",Onesti,Bacau,HOTEL,2 STELE
3281,ALEXANDRA,"STR. SFINTII APOSTOLI, NR. 1 BIS",Onesti,Bacau,PENSIUNE TURISTICA,2 STELE
3282,CRISTAL,"STR NICOLAE BALCESCU, NR 70",Slanic-Moldova,Bacau,PENSIUNE TURISTICA,4 STELE
3283,IZVOARE,"STR. NICOLAE BALCESCU, NR. 2",Slanic-Moldova,Bacau,PENSIUNE TURISTICA,3 STELE
3284,RODICA,"STR. N. BALCESCU, NR 96",Slanic-Moldova,Bacau,PENSIUNE TURISTICA,2 STELE
3285,ANDREI,"STR NICOLAE BALCESCU, NR 18C",Slanic-Moldova,Bacau,PENSIUNE TURISTICA,2 STELE
3286,ROSETTI-TESCANU GEORGE ENESCU 1,NR.126,Beresti-Tazlau,Bacau,PENSIUNE TURISTICA,2 FLORI
3287,IRINGO,NR 37,Ghimes-Faget,Bacau,PENSIUNE TURISTICA,2 FLORI
3288,EUROPOLIS,"STR. PACII, NR. 20",Tulcea,Tulcea,HOTEL,3 STELE
3289,EGRETA,"STR. I, NR. 187",Sfantu Gheorghe,Tulcea,PENSIUNE TURISTICA,2 FLORI
3290,RAZELM,"STR. REPUBLICII, NR. 28",Baia,Tulcea,PENSIUNE TURISTICA,2 FLORI
3291,SUMMERLAND MAMAIA,B-DUL MAMAIA NR. 550 (SIRACUZA 1),Constanta,Constanta,APARTAMENTE DE INCHI,3IA STTELE
3292,BELLA 2,"STR. OITUZ, NR. 3",Techirghiol,Constanta,VILA,2 STELE
3293,AZUR,"BD. TUDOR VLADIMIRESCU, NR. 23",Eforie,Constanta,HOTEL,2 STELE
3294,LIRA,"STR. ANDREI MURESANU, NR. 8",Eforie,Constanta,HOTEL,2 STELE
3295,PRETTY WOMAN,"STR. STEFAN CEL MARE, NR. 4",Eforie,Constanta,VILA,3 STELE
3296,NERI,STR. PROF. DR. ION CANTACUZINO NR.33.,Eforie,Constanta,VILA,2 STELE
3297,AMARADIA,"STR. DR. CANTACUZINO, LOT. 829",Eforie,Constanta,HOTEL,2 STELE
3298,VERONA,"BD MAMAIA NORD, NR 42",Navodari,Constanta,VILA,4 STELE
3299,NICOS,"STR. TAMPA, NR. 124",Maneciu,Prahova,PENSIUNE TURISTICA,2 STELE
3300,GAINUSA DE MUNTE,"TARLAUA 18, PARCELA 499",Maneciu,Prahova,PENSIUNE TURISTICA,4 FLORI
3301,CASA CU HAR,PARCELA F 441/8,Maneciu,Prahova,PENSIUNE TURISTICA,3 STELE
3302,CASA IRIS,"DRUMUL COTA 1400, NR. 7",Sinaia,Prahova,PENSIUNE TURISTICA,4 STELE
3303,RALUCA,"STR. 1 MAI, NR. 13",Sinaia,Prahova,PENSIUNE TURISTICA,3 STELE
3304,MARINA,"STR. AVRAM IANCU, NR. 24",Sinaia,Prahova,PENSIUNE TURISTICA,3 STELE
3305,SILVIA,"STR. TACHE IONESCU, NR. 2",Sinaia,Prahova,HOTEL-APARTAMENT,3 STELE
3306,RONI,"STR. LICURICI, NR. 5",Busteni,Prahova,PENSIUNE TURISTICA,3 STELE
3307,CONFORT,"STR. LIBERTATII, NR. 238",Busteni,Prahova,PENSIUNE TURISTICA,3 STELE
3308,CRISTINA,"STR. 1 MAI, NR. 14B",Busteni,Prahova,VILA,2 STELE
3309,VALAHIA,"STR. LIBERTATII, NR. 7",Targoviste,Dambovita,HOTEL,2 STELE
3310,CASA LUCIA,"PCT. RUSETU, NR. 1",Moroeni,Dambovita,PENSIUNE TURISTICA,4 STELE
3311,VIO,"STR. REPUBLICII, NR. 38A",Fieni,Dambovita,HOTEL,3 STELE
3312,IRINA,NR 66,Corbeni,Arges,PENSIUNE TURISTICA,4 STELE
3313,LA BRAZI,"SAT BUCSENESTI, NR.191",Corbeni,Arges,PENSIUNE TURISTICA,2 FLORI
3314,SEACA,"CALEA LUI TRAIAN, PCT.SEACA, NR. 4",Calimanesti,Valcea,MOTEL,3 STELE
3315,CASA VERDE 1,CALEA LUI TRAIAN NR. 543,Calimanesti,Valcea,VILA,2 STELE
3316,LA SANDEL,"STR. I. GH. DUCA, NR. 47",Voineasa,Valcea,PENSIUNE TURISTICA,2 STELE
3317,LAZAR,NR. 25,Voineasa,Valcea,PENSIUNE AGROTURISTI,2A FLORI
3318,TELECONSTRUCTIA,"STR. FORESTIERILOR, NR. 21",Baile Olanesti,Valcea,VILA,2 STELE
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
3319,PANORAMIC,"STR. 22 DECEMBRIE, NR. 22",Calafat,Dolj,HOTEL,2 STELE
3320,EDEN,"SAT SIMIAN, NR. 143",Simian,Mehedinti,HOTEL,3 STELE
3321,REGAL SUN,"STR. MATEI VASILESCU, NR. 19",Drobeta-Turnu Severin,Mehedinti,PENSIUNE TURISTICA,3 STELE
3322,POPASUL DACILOR,NR. 93,Orastioara De Sus,Hunedoara,PENSIUNE TURISTICA,3 FLORI
3323,CASABLANCA,"STR. PRINCIPALA, NR. 69",Bacia,Hunedoara,MOTEL,3 STELE
3324,GAMBRINUS,DN 66,Aninoasa,Hunedoara,HOTEL,2 STELE
3325,STADION,"STR. MIHAI VITEAZU, NR. 10",Hunedoara,Hunedoara,PENSIUNE TURISTICA,3 STELE
3326,LUIZA,NR.255,Bozovici,Caras-Severin,PENSIUNE TURISTICA,3 FLORI
3327,CARLA,"SAT TURNU RUIENI, COMPLEX MUNTELE MIC",Turnu Ruieni,Caras-Severin,CABANA TURISTICA,3 STELE
3328,M.I. SIAN,"STR. EPISCOP N. POPEEA, NR. 4",Caransebes,Caras-Severin,VILA,2 STELE
3329,SANTALIA,NR. 56,Buchin,Caras-Severin,PENSIUNE TURISTICA,3 FLORI
3330,IZVOR,"STR. IZVOR, NR. 51",Bocsa,Caras-Severin,PENSIUNE TURISTICA,2 STELE
3331,STEJARUL,"STR. MEDRESULUI, NR. 27",Bocsa,Caras-Severin,PENSIUNE TURISTICA,3 STELE
3332,MAGIC,"STR. TRANDAFIRILOR, NR. 72",Baile Herculane,Caras-Severin,PENSIUNE TURISTICA,3 STELE
3333,FLORIILOR,"STR. TRANDAFIRILOR, NR. 19",Baile Herculane,Caras-Severin,PENSIUNE TURISTICA,2 STELE
3334,VERSANT,"STR. TRANDAFIRILOR, NR. 32 A",Baile Herculane,Caras-Severin,PENSIUNE TURISTICA,2 STELE
3335,TILIA,"STR VICOL, NR. 36",Baile Herculane,Caras-Severin,PENSIUNE TURISTICA,3 STELE
3336,PERLA,"STR. TURGHENIEV, NR. 7-9",Timisoara,Timis,HOTEL,3 STELE
3337,YELLOW,"STR. MARTIR IANOS PARIS, NR. 17",Timisoara,Timis,PENSIUNE TURISTICA,3 STELE
3338,VENEZIA,"STR. LUGOJULUI, NR. 27",Ghiroda,Timis,PENSIUNE TURISTICA,3 FLORI
3339,BOAVISTA,"ALEEA F.C. RIPENSIA, NR. 7A",Timisoara,Timis,HOTEL,3 STELE
3340,C.A.R.P.,"STR. PRINCIPALA, NR. 11",Buzias,Timis,PENSIUNE TURISTICA,2 STELE
3341,CLASSIC,"STR. TUDOR VLADIMIRESCU, NR. 76",Jimbolia,Timis,HOSTEL,3 STELE
3342,ARIZONA,"STR. MUZICESCU, NR.168",Giroc,Timis,HOTEL,2 STELE
3343,PERLA DORO,"STR. PALTINIS, NR. 14",Timisoara,Timis,HOTEL,3 STELE
3344,ELLA,"STR. TRIBUN CORCHES, NR. 22",Arad,Arad,PENSIUNE TURISTICA,3 STELE
3345,ROUA 1,"STR. SIRIEI, NR. 11",Arad,Arad,PENSIUNE TURISTICA,2 STELE
3346,JOHANNA,"CALEA RADNEI, NR 109",Arad,Arad,PENSIUNE TURISTICA,3 STELE
3347,S & G,"STR. CERBULUI, NR. 22-24",Arad,Arad,HOTEL,3 STELE
3348,ALEXANDER,"CALEA LIPOVEI, NR. 175",Arad,Arad,PENSIUNE TURISTICA,2 STELE
3349,LADYNA,"STR CRISULUI, NR 32",Sebis,Arad,PENSIUNE TURISTICA,3 STELE
3350,CERBUL ALBASTRU,BLOC VILA 3,Moneasa,Arad,VILA,3 STELE
3351,FALEZA,"STR PETRU MAIOR, NR 13",Lipova,Arad,PENSIUNE TURISTICA,2 STELE
3352,PRECIOSA,"STR. LUCIAN BLAGA, NR. 10",Alba Iulia,Alba,PENSIUNE TURISTICA,4 STELE
3353,LORA,NR 111,Sanmartin,Bihor,PENSIUNE TURISTICA RU,2A FLLAORI
3354,ALLEGRIA,NR 88G,Sanmartin,Bihor,PENSIUNE TURISTICA,3 FLORI
3355,CASA VERONICA,NR 9A,Sanmartin,Bihor,PENSIUNE TURISTICA,3 FLORI
